dataset_id,dno_alias,aggregated_device_count_active,total_consumption_active_import,data_collection_log_timestamp,geometry,secondary_substation_unique_id,lv_feeder_unique_id
281601110001,SSEN,15.0,4488.0,2024-12-01 00:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8843.0,2024-12-01 00:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,6229.0,2024-12-01 00:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,6345.0,2024-12-01 01:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,24777.0,2024-12-01 01:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,14307.0,2024-12-01 01:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2897.0,2024-12-01 01:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,21984.0,2024-12-01 01:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,14248.0,2024-12-01 01:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2888.0,2024-12-01 02:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,21080.0,2024-12-01 02:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,12645.0,2024-12-01 02:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2331.0,2024-12-01 02:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,19204.0,2024-12-01 02:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,12540.0,2024-12-01 02:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2364.0,2024-12-01 03:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,16934.0,2024-12-01 03:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,10859.0,2024-12-01 03:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2535.0,2024-12-01 03:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,13369.0,2024-12-01 03:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,10923.0,2024-12-01 03:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2463.0,2024-12-01 04:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,12864.0,2024-12-01 04:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,6196.0,2024-12-01 04:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2360.0,2024-12-01 04:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,9925.0,2024-12-01 04:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,4848.0,2024-12-01 04:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,3260.0,2024-12-01 05:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,9983.0,2024-12-01 05:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,7372.0,2024-12-01 05:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,3578.0,2024-12-01 05:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,10026.0,2024-12-01 05:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,6302.0,2024-12-01 05:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2175.0,2024-12-01 06:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8591.0,2024-12-01 06:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,7150.0,2024-12-01 06:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,3348.0,2024-12-01 06:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,9811.0,2024-12-01 06:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,5788.0,2024-12-01 06:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2876.0,2024-12-01 07:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,7576.0,2024-12-01 07:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,6634.0,2024-12-01 07:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2671.0,2024-12-01 07:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8150.0,2024-12-01 07:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,5121.0,2024-12-01 07:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,1433.0,2024-12-01 08:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,7221.0,2024-12-01 08:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,4778.0,2024-12-01 08:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,3607.0,2024-12-01 08:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8076.0,2024-12-01 08:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,4059.0,2024-12-01 08:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,5788.0,2024-12-01 09:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,9892.0,2024-12-01 09:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,4590.0,2024-12-01 09:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2836.0,2024-12-01 09:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8158.0,2024-12-01 09:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,7829.0,2024-12-01 09:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2917.0,2024-12-01 10:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8747.0,2024-12-01 10:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,9475.0,2024-12-01 10:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,2687.0,2024-12-01 10:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,10854.0,2024-12-01 10:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,9253.0,2024-12-01 10:30:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
281601110001,SSEN,15.0,4181.0,2024-12-01 11:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110001
281601110002,SSEN,34.0,8169.0,2024-12-01 11:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110002
281601110004,SSEN,29.0,12831.0,2024-12-01 11:00:00+00:00,"{'x': -0.424277, 'y': 51.444216}",SSEN-2816011100,SSEN-281601110004
