Feeder,Model,Metric,Value
SSEN-280302212006,ARIMA,MAPE,65.52005984247482
SSEN-281101608002,ARIMA,MAPE,177.81262728944037
SSEN-251100621002,ARIMA,MAPE,94.87688022082533
SSEN-281800102001,ARIMA,MAPE,103.43991685376544
SSEN-280302204003,ARIMA,MAPE,69.3107608730736
SSEN-281101316007,ARIMA,MAPE,61.026840942434724
SSEN-251201310003,ARIMA,MAPE,71.62624432315347
SSEN-252901534003,ARIMA,MAPE,77.26256842680334
SSEN-190900635001,ARIMA,MAPE,67.99219175037217
SSEN-251201412002,ARIMA,MAPE,76.47191727727281
SSEN-252900237001,ARIMA,MAPE,63.28266209274579
SSEN-281800308002,ARIMA,MAPE,114.14726387199272
SSEN-251200307001,ARIMA,MAPE,98.5981907674232
SSEN-250101711503,ARIMA,MAPE,91.08752454059648
SSEN-281600613002,ARIMA,MAPE,68.92978845102284
SSEN-282201136002,ARIMA,MAPE,272.98281735337457
SSEN-252600706002,ARIMA,MAPE,71.47490579564749
SSEN-252901502005,ARIMA,MAPE,77.33369000991215
SSEN-251100919005,ARIMA,MAPE,143.50892286468263
SSEN-280800116002,ARIMA,MAPE,66.04295396015371
SSEN-281801104003,ARIMA,MAPE,84.31523803296498
SSEN-281801104002,ARIMA,MAPE,73.88334648516799
SSEN-252901703003,ARIMA,MAPE,96.02709232526927
SSEN-280300603002,ARIMA,MAPE,76.58169569330256
SSEN-281800304001,ARIMA,MAPE,66.78570803233681
SSEN-280300602004,ARIMA,MAPE,66.0509146860164
SSEN-190900638005,ARIMA,MAPE,69.02672566327817
SSEN-280700312004,ARIMA,MAPE,74.1414497222844
SSEN-250460606005,ARIMA,MAPE,92.43447765847517
SSEN-252900216004,ARIMA,MAPE,65.25979944942173
SSEN-280700514003,ARIMA,MAPE,64.71375651286846
SSEN-280302202004,ARIMA,MAPE,64.17425921009567
SSEN-250802303005,ARIMA,MAPE,124.71597576469632
SSEN-190900228501,ARIMA,MAPE,82.71937992486434
SSEN-251101020004,ARIMA,MAPE,62.51928100564164
SSEN-281800903004,ARIMA,MAPE,75.61573997672944
SSEN-281600612001,ARIMA,MAPE,61.277334918416294
SSEN-281601003003,ARIMA,MAPE,76.46516102452888
SSEN-281200302003,ARIMA,MAPE,72.71825720534656
SSEN-282000446004,ARIMA,MAPE,82.97437386381543
SSEN-282000446001,ARIMA,MAPE,61.20615495857549
SSEN-250101614501,ARIMA,MAPE,84.48620280054406
SSEN-251201413001,ARIMA,MAPE,147.82944575554058
SSEN-252801207005,ARIMA,MAPE,69.11241136084799
SSEN-280500510004,ARIMA,MAPE,22256.17753586281
SSEN-282200908001,ARIMA,MAPE,63.07812935243619
SSEN-251200305005,ARIMA,MAPE,81.06490437722171
SSEN-281601112004,ARIMA,MAPE,138.36108205230744
SSEN-281600105003,ARIMA,MAPE,60.96936996953697
SSEN-280960801504,ARIMA,MAPE,61.1689849159923
SSEN-281800608505,ARIMA,MAPE,76.8840016284056
SSEN-251200807005,ARIMA,MAPE,61.003997253183464
SSEN-251200807001,ARIMA,MAPE,65.69317193114115
SSEN-281800326003,ARIMA,MAPE,65.31377568751557
SSEN-281800326001,ARIMA,MAPE,75.36755546513974
SSEN-251200703504,ARIMA,MAPE,104.33157329490558
SSEN-281800214003,ARIMA,MAPE,64.79813346473901
SSEN-280301006002,ARIMA,MAPE,63.00540440490673
SSEN-280700215001,ARIMA,MAPE,104.64074994880899
SSEN-280700215003,ARIMA,MAPE,113.11236953740898
SSEN-280700346003,ARIMA,MAPE,86.09238515392586
SSEN-281101318001,ARIMA,MAPE,73.03367918910398
SSEN-281800412002,ARIMA,MAPE,62.87894916550126
SSEN-252800136002,ARIMA,MAPE,83.91124289888164
SSEN-251201308004,ARIMA,MAPE,64.02028488587385
SSEN-280700110001,ARIMA,MAPE,105.28181076064212
SSEN-280300512005,ARIMA,MAPE,119.30896773694441
SSEN-281200320001,ARIMA,MAPE,80.57313325822597
SSEN-281200232002,ARIMA,MAPE,64.40968728873199
SSEN-282202806001,ARIMA,MAPE,64.40184847069796
SSEN-281800110001,ARIMA,MAPE,68.97916796293683
SSEN-280300114003,ARIMA,MAPE,93.14405234181623
SSEN-281800605502,ARIMA,MAPE,175.69100622768218
SSEN-280300102003,ARIMA,MAPE,122.79276528784241
SSEN-280302216002,ARIMA,MAPE,317.0243025757849
SSEN-250101708503,ARIMA,MAPE,78.41918037197063
SSEN-280700202002,ARIMA,MAPE,61.08663283076666
SSEN-280700202001,ARIMA,MAPE,67.72558227789071
SSEN-251200308001,ARIMA,MAPE,71.08023702308613
SSEN-252600904001,ARIMA,MAPE,97163.16392460691
SSEN-280800226004,ARIMA,MAPE,84.79904895747
SSEN-280500416001,ARIMA,MAPE,67.96675977865493
SSEN-282200837003,ARIMA,MAPE,60.53977622387479
SSEN-281600606002,ARIMA,MAPE,86.48364055829644
SSEN-250101616503,ARIMA,MAPE,115.09039555892801
SSEN-252900234002,ARIMA,MAPE,71.28674508685285
SSEN-251200312002,ARIMA,MAPE,115.14948264287108
SSEN-281601113004,ARIMA,MAPE,73.0428835527836
SSEN-281601113005,ARIMA,MAPE,63.03960441948252
SSEN-251101002009,ARIMA,MAPE,71.2991703486526
SSEN-251101002005,ARIMA,MAPE,63.08295146459605
SSEN-281300602007,ARIMA,MAPE,62.067171081383854
SSEN-282200406002,ARIMA,MAPE,63.22186196728732
SSEN-280700301001,ARIMA,MAPE,68.7848269114466
SSEN-282200810004,ARIMA,MAPE,66.8804330480683
SSEN-280800714001,ARIMA,MAPE,79.5702983378501
SSEN-252901204005,ARIMA,MAPE,85.68373675615024
SSEN-252900116001,ARIMA,MAPE,90.61219080386924
SSEN-280961109502,ARIMA,MAPE,68.76534428802246
SSEN-252901212002,ARIMA,MAPE,70.05010148355109
SSEN-252901212003,ARIMA,MAPE,62.73566717275729
SSEN-280301604902,ARIMA,MAPE,73.0623922942138
SSEN-280460410001,ARIMA,MAPE,104.46802852914317
SSEN-281800910005,ARIMA,MAPE,77.73415067470253
SSEN-281800910004,ARIMA,MAPE,90.52140593135532
SSEN-282200938002,ARIMA,MAPE,79.9423006721108
SSEN-281600508001,ARIMA,MAPE,114.3298070079335
SSEN-282201132001,ARIMA,MAPE,86.96157387037333
SSEN-251200303003,ARIMA,MAPE,103.03680990680687
SSEN-250101703502,ARIMA,MAPE,83.53472708282501
SSEN-250101703503,ARIMA,MAPE,77.44950708461798
SSEN-250101703505,ARIMA,MAPE,87.06056890520513
SSEN-281200501002,ARIMA,MAPE,119.15175695563163
SSEN-281101312006,ARIMA,MAPE,90.04042270842761
SSEN-251100402005,ARIMA,MAPE,165.42528495935483
SSEN-251100402002,ARIMA,MAPE,112.92618811860373
SSEN-280960201004,ARIMA,MAPE,61.542988547166956
SSEN-251100205504,ARIMA,MAPE,68.63498151246287
SSEN-281600801001,ARIMA,MAPE,137.33987253979896
SSEN-252900232001,ARIMA,MAPE,120.12600046143969
SSEN-280700402004,ARIMA,MAPE,82.41122811663314
SSEN-280700402001,ARIMA,MAPE,91.13404935046093
SSEN-251200708503,ARIMA,MAPE,74.95037259576105
SSEN-252900906002,ARIMA,MAPE,88.12225521664789
SSEN-251100208004,ARIMA,MAPE,588.2381676168424
SSEN-282202617002,ARIMA,MAPE,89.81119884998951
SSEN-280301810003,ARIMA,MAPE,108.98170922714397
SSEN-280301810002,ARIMA,MAPE,63.51392509830607
SSEN-280800106002,ARIMA,R2,-0.5044129619779634
SSEN-250802304003,ARIMA,R2,-1.975877911879317
SSEN-282201110004,ARIMA,R2,-2.1166268275449482
SSEN-252900929002,ARIMA,R2,-0.8361799473405529
SSEN-281800504002,ARIMA,R2,-1.2692972463521652
SSEN-280700102002,ARIMA,R2,-2.2344147313494913
SSEN-282200916001,ARIMA,R2,-1.77112045189181
SSEN-280301014003,ARIMA,R2,-6.262516127764153
SSEN-280800716004,ARIMA,R2,-0.6313692660433263
SSEN-250460816001,ARIMA,R2,-2.1732420792882663
SSEN-280460404005,ARIMA,R2,-0.7340976543619067
SSEN-280800604002,ARIMA,R2,-0.674342520877868
SSEN-281601008001,ARIMA,R2,-3.7721751558322145
SSEN-281800322002,ARIMA,R2,-0.7175634525044916
SSEN-280800127504,ARIMA,R2,-1.7075181762180094
SSEN-251201204002,ARIMA,R2,-9.850791897865278
SSEN-251100913003,ARIMA,R2,-2.478805552468009
SSEN-252900925005,ARIMA,R2,-0.44814508054628743
SSEN-282201018002,ARIMA,R2,-0.8040720176435092
SSEN-282200520001,ARIMA,R2,-1.7947259304326155
SSEN-281600603001,ARIMA,R2,-0.7188909941779102
SSEN-251201414004,ARIMA,R2,-0.6357891536866014
SSEN-252900231002,ARIMA,R2,-1.522207024146978
SSEN-282201022004,ARIMA,R2,-0.5233464259969756
SSEN-281601004002,ARIMA,R2,-2.8161510260496416
SSEN-281601004001,ARIMA,R2,-1.527064713377226
SSEN-280300218004,ARIMA,R2,-0.8546390595713869
SSEN-252901524001,ARIMA,R2,-1.1848469924055283
SSEN-251101006004,ARIMA,R2,-1.798742817514102
SSEN-250802308501,ARIMA,R2,-0.9106510043630567
SSEN-251101114003,ARIMA,R2,-1.7931054134757116
SSEN-251101114002,ARIMA,R2,-0.5546173873116744
SSEN-282200632004,ARIMA,R2,-0.6350892937209398
SSEN-252900230001,ARIMA,R2,-0.4712483335076749
SSEN-282200825101,ARIMA,R2,-3.5799844073164158
SSEN-250101612501,ARIMA,R2,-1.114444285966469
SSEN-281600602005,ARIMA,R2,-1950030.0625808577
SSEN-281600602004,ARIMA,R2,-0.6810614483412587
SSEN-280700508002,ARIMA,R2,-2.0122808572432693
SSEN-251100504002,ARIMA,R2,-0.8937909876553538
SSEN-280960203002,ARIMA,R2,-0.8940115673768911
SSEN-281800724002,ARIMA,R2,-1.138771403011146
SSEN-251201301002,ARIMA,R2,-5241193.740570471
SSEN-280300632003,ARIMA,R2,-0.6178867019340328
SSEN-280960405305,ARIMA,R2,-0.8920877264918421
SSEN-190900628004,ARIMA,R2,-1.9567940750233936
SSEN-251200422001,ARIMA,R2,-0.9063648919801437
SSEN-280301812001,ARIMA,R2,-13.628155005734651
SSEN-280301238001,ARIMA,R2,-0.8060509599118677
SSEN-280700210004,ARIMA,R2,-0.5167756123252052
SSEN-281200308002,ARIMA,R2,-1.2108383625637495
SSEN-282202615003,ARIMA,R2,-2.792180571757932
SSEN-280300628005,ARIMA,R2,-0.7764786870206966
SSEN-280302212004,ARIMA,R2,-0.7630271587134358
SSEN-280302212006,ARIMA,R2,-0.5382886157170863
SSEN-280302212003,ARIMA,R2,-0.7242140321114556
SSEN-281101608002,ARIMA,R2,-14.337821175217906
SSEN-280300556001,ARIMA,R2,-1.0485932757200538
SSEN-281800102001,ARIMA,R2,-5.386238686954855
SSEN-280302204003,ARIMA,R2,-0.582135274585668
SSEN-280300110002,ARIMA,R2,-0.5304227963180672
SSEN-282202802002,ARIMA,R2,-0.8163238379330982
SSEN-282200612002,ARIMA,R2,-1.1938071195184312
SSEN-282200612001,ARIMA,R2,-0.818122141169382
SSEN-281800236001,ARIMA,R2,-0.5186106700398654
SSEN-252901534003,ARIMA,R2,-4.7650337643122445
SSEN-250101615504,ARIMA,R2,-0.5054359776135864
SSEN-252900237001,ARIMA,R2,-2.2001052116648183
SSEN-281800308002,ARIMA,R2,-2.8555070060437195
SSEN-251200307001,ARIMA,R2,-0.8868349707588861
SSEN-250101711503,ARIMA,R2,-1.467369358969342
SSEN-281600613002,ARIMA,R2,-2.093824304618395
SSEN-280301244004,ARIMA,R2,-0.8752065433495106
SSEN-282202805002,ARIMA,R2,-0.8053825816458142
SSEN-251100919005,ARIMA,R2,-2.9928792246609572
SSEN-280301602004,ARIMA,R2,-0.6116626324375944
SSEN-280700104003,ARIMA,R2,-1.1212861952881452
SSEN-281801104003,ARIMA,R2,-1.9637718728130005
SSEN-281600609004,ARIMA,R2,-1.2040952795507804
SSEN-252901703003,ARIMA,R2,-1.9699300726603353
SSEN-280300603002,ARIMA,R2,-7.985474560906619
SSEN-281800304001,ARIMA,R2,-0.8760082656883756
SSEN-280700610007,ARIMA,R2,-0.55448387706725
SSEN-280300838003,ARIMA,R2,-0.9995166772000532
SSEN-282200546001,ARIMA,R2,-0.7951566483348607
SSEN-280300602004,ARIMA,R2,-2.201778260764797
SSEN-190900638004,ARIMA,R2,-0.45846922345227337
SSEN-280700312004,ARIMA,R2,-1.53245308693197
SSEN-250460606005,ARIMA,R2,-5.800561905837682
SSEN-282201052001,ARIMA,R2,-0.4660436079587291
SSEN-280700514003,ARIMA,R2,-0.8219072731544941
SSEN-280302202004,ARIMA,R2,-0.7388508520949963
SSEN-280302202003,ARIMA,R2,-0.45657052488040284
SSEN-280300546005,ARIMA,R2,-0.5121807404699421
SSEN-251101020004,ARIMA,R2,-2.014631259108812
SSEN-281800903004,ARIMA,R2,-0.9377136038356801
SSEN-281600612001,ARIMA,R2,-1.1431830447471159
SSEN-281201006001,ARIMA,R2,-2.0274477436076648
SSEN-250101710505,ARIMA,R2,-2.1708473588616086
SSEN-282000446004,ARIMA,R2,-1.7773381221457902
SSEN-282000446003,ARIMA,R2,-0.4844524350970765
SSEN-251201413001,ARIMA,R2,-2.5259639788867982
SSEN-280500510004,ARIMA,R2,-433442.87182261277
SSEN-282201048001,ARIMA,R2,-0.6379567433238365
SSEN-281101602001,ARIMA,R2,-0.6461145171602074
SSEN-251200404002,ARIMA,R2,-1.4267600861176701
SSEN-251200404001,ARIMA,R2,-1.3480504806066
SSEN-251201307001,ARIMA,R2,-0.9024538783882357
SSEN-282201134001,ARIMA,R2,-1.1305179761649793
SSEN-251200305005,ARIMA,R2,-1.635551888253985
SSEN-281601112004,ARIMA,R2,-4.067836586007247
SSEN-282201026001,ARIMA,R2,-0.568585523090807
SSEN-281200252003,ARIMA,R2,-1.1691572622963875
SSEN-281800608505,ARIMA,R2,-0.9472585535548947
SSEN-251200807001,ARIMA,R2,-3.139446429776811
SSEN-251200407002,ARIMA,R2,-1.7909266911968782
SSEN-251200703504,ARIMA,R2,-4.8836443484370555
SSEN-250800604001,ARIMA,R2,-0.5812639923841871
SSEN-250800604002,ARIMA,R2,-1.5315383336242618
SSEN-281800701002,ARIMA,R2,-0.4488406511859615
SSEN-280700612003,ARIMA,R2,-1.7429212537031953
SSEN-280301006002,ARIMA,R2,-0.5910485220232484
SSEN-280700215001,ARIMA,R2,-1.9280091071290282
SSEN-280700215003,ARIMA,R2,-2.0206964238415885
SSEN-280700346002,ARIMA,R2,-0.4992255945508648
SSEN-280700346003,ARIMA,R2,-2.0677211880109305
SSEN-280800115503,ARIMA,R2,-0.602789713192524
SSEN-280460416005,ARIMA,R2,-1.5712991934409568
SSEN-282201102005,ARIMA,R2,-0.8783588098055588
SSEN-281101318004,ARIMA,R2,-0.9045434963656134
SSEN-281101318001,ARIMA,R2,-0.9175026396878301
SSEN-252800136002,ARIMA,R2,-2.0037050771224294
SSEN-280300512005,ARIMA,R2,-2.8232799688719106
SSEN-281200320004,ARIMA,R2,-0.5180808388714195
SSEN-281200232002,ARIMA,R2,-0.9964362311423363
SSEN-282202806001,ARIMA,R2,-1.193771149981722
SSEN-280300114003,ARIMA,R2,-1.4047760470223731
SSEN-281800605502,ARIMA,R2,-4.192758692914272
SSEN-280300102003,ARIMA,R2,-2.9477435468227022
SSEN-280300102002,ARIMA,R2,-0.4850402110299399
SSEN-251200220001,ARIMA,R2,-0.5871903868674775
SSEN-250101708503,ARIMA,R2,-2.7821223939024877
SSEN-280700202001,ARIMA,R2,-1.0132688351398063
SSEN-251200308001,ARIMA,R2,-2.793192464013835
SSEN-280960704203,ARIMA,R2,-1.0725935561449318
SSEN-252900916002,ARIMA,R2,-0.9895263157891956
SSEN-252600904001,ARIMA,R2,-7922310.095297544
SSEN-251200406004,ARIMA,R2,-0.674331739653518
SSEN-280300118003,ARIMA,R2,-0.6605387202724546
SSEN-280300620001,ARIMA,R2,-0.46551587609336953
SSEN-280300620004,ARIMA,R2,-0.629193507350259
SSEN-252901720002,ARIMA,R2,-0.6031840092325713
SSEN-281600606002,ARIMA,R2,-0.6862266647672057
SSEN-250101616501,ARIMA,R2,-0.84904264107196
SSEN-250101616503,ARIMA,R2,-0.8901579842794469
SSEN-252900234002,ARIMA,R2,-1.4010576828476036
SSEN-282000452002,ARIMA,R2,-1.388743717974387
SSEN-251200312002,ARIMA,R2,-5.523455184235589
SSEN-251200312001,ARIMA,R2,-1.4953298762095764
SSEN-281601113004,ARIMA,R2,-0.509196604236984
SSEN-281601113005,ARIMA,R2,-1.1403313673356514
SSEN-250101712503,ARIMA,R2,-0.8318778084619769
SSEN-280300708003,ARIMA,R2,-1.486266076903676
SSEN-251101002009,ARIMA,R2,-0.6695522587191283
SSEN-251101002005,ARIMA,R2,-3.45244074556095
SSEN-282200548002,ARIMA,R2,-0.48311189588465764
SSEN-281101324001,ARIMA,R2,-1.0818742617119401
SSEN-282200406002,ARIMA,R2,-0.7446867960038346
SSEN-282200810004,ARIMA,R2,-1.4027696941375094
SSEN-280700614003,ARIMA,R2,-1.3672758713624709
SSEN-280800714001,ARIMA,R2,-1.9234325959786505
SSEN-252901204005,ARIMA,R2,-3.624032305715465
SSEN-280961109502,ARIMA,R2,-0.8908843233117565
SSEN-252901212002,ARIMA,R2,-1.9952577784313883
SSEN-280301604902,ARIMA,R2,-1.918370680687802
SSEN-280460410001,ARIMA,R2,-1.7409701381861429
SSEN-281800910004,ARIMA,R2,-3.4644231581730285
SSEN-282200938002,ARIMA,R2,-2.316943776678984
SSEN-280800811002,ARIMA,R2,-1.3322621918930113
SSEN-282201104001,ARIMA,R2,-0.9661232820432328
SSEN-281600508001,ARIMA,R2,-4.227435043981289
SSEN-282201132001,ARIMA,R2,-2.209313931917489
SSEN-282200518004,ARIMA,R2,-0.4782876973720134
SSEN-251200303003,ARIMA,R2,-0.6176492540870411
SSEN-251200303002,ARIMA,R2,-0.609029503667877
SSEN-250101703502,ARIMA,R2,-1.055568440919365
SSEN-250101703503,ARIMA,R2,-1.960770685529917
SSEN-250101703505,ARIMA,R2,-2.6013429426842083
SSEN-281200501002,ARIMA,R2,-2.561933376228197
SSEN-281101312006,ARIMA,R2,-1.3799169264742739
SSEN-280800108001,ARIMA,R2,-0.627680960170254
SSEN-251100402005,ARIMA,R2,-7.298026672439541
SSEN-251100402002,ARIMA,R2,-4.379416444697554
SSEN-251200211502,ARIMA,R2,-0.988566181798676
SSEN-280960201003,ARIMA,R2,-0.7120774414753237
SSEN-280960201004,ARIMA,R2,-0.9708037703323644
SSEN-251100205504,ARIMA,R2,-1.7982289608755906
SSEN-280300108003,ARIMA,R2,-0.42638222570742856
SSEN-252900232001,ARIMA,R2,-3.659417677545335
SSEN-281200214003,ARIMA,R2,-1.6100363225627854
SSEN-281800907001,ARIMA,R2,-0.4281265033802697
SSEN-280700402004,ARIMA,R2,-3.3411511923616226
SSEN-280700402001,ARIMA,R2,-2.508926645081204
SSEN-251200708503,ARIMA,R2,-0.6949528492747095
SSEN-251201421002,ARIMA,R2,-0.5569536607061103
SSEN-280700506001,ARIMA,R2,-1.1704496890036724
SSEN-282200606001,ARIMA,R2,-0.4708546987306783
SSEN-280300128002,ARIMA,R2,-0.4949066110418552
SSEN-280700603006,ARIMA,R2,-0.8385188579300293
SSEN-252900906002,ARIMA,R2,-0.7817802301779486
SSEN-251100208006,ARIMA,R2,-0.5712626746541871
SSEN-280700212002,ARIMA,R2,-1.328399782555564
SSEN-280301810003,ARIMA,R2,-2.1817426937947135
SSEN-280800106002,Boosting,MSE,1.497505549685919e+17
SSEN-282202803004,Boosting,MSE,27798144.065497566
SSEN-282201106004,Boosting,MSE,2.3346542122796247e+18
SSEN-282201106001,Boosting,MSE,18914230.45601276
SSEN-282201106002,Boosting,MSE,33008542.442456737
SSEN-281800504002,Boosting,MSE,1.892700540773738e+18
SSEN-280301604003,Boosting,MSE,33314494.465224907
SSEN-280301604004,Boosting,MSE,21707139.007338576
SSEN-280700102001,Boosting,MSE,42989376.42536557
SSEN-280700102003,Boosting,MSE,19594043.163518474
SSEN-280300828003,Boosting,MSE,21404822.137337252
SSEN-252901206003,Boosting,MSE,4.209322909761961e+18
SSEN-282200516001,Boosting,MSE,44815299.15843489
SSEN-252100814005,Boosting,MSE,23511380.562682413
SSEN-252100814003,Boosting,MSE,22519598.318089563
SSEN-252900102003,Boosting,MSE,17234234.468858343
SSEN-280800716004,Boosting,MSE,17680636.208306182
SSEN-250101609503,Boosting,MSE,17108606.713251952
SSEN-251200212704,Boosting,MSE,1.0371395800501505e+18
SSEN-251200212705,Boosting,MSE,60488855.53571348
SSEN-282200409701,Boosting,MSE,31907487.11852054
SSEN-280500608005,Boosting,MSE,35601856.98703868
SSEN-281600402001,Boosting,MSE,22014400.8033599
SSEN-281600510002,Boosting,MSE,19993581.563301034
SSEN-251100913003,Boosting,MSE,102289711.66651483
SSEN-282201018001,Boosting,MSE,20556449.050242774
SSEN-280301608002,Boosting,MSE,36847691.857011385
SSEN-252900231003,Boosting,MSE,33056008.24979592
SSEN-282202618004,Boosting,MSE,27485412.41432355
SSEN-281200240002,Boosting,MSE,22592462.08071347
SSEN-280500604001,Boosting,MSE,36158527.37288584
SSEN-250101605504,Boosting,MSE,23751094.699423067
SSEN-280460408005,Boosting,MSE,32185737.034017846
SSEN-281200216001,Boosting,MSE,27599860.899111684
SSEN-281800708002,Boosting,MSE,20126998.68644206
SSEN-252900230005,Boosting,MSE,23224787.655358426
SSEN-282202619001,Boosting,MSE,55179048.76931853
SSEN-250101612503,Boosting,MSE,20275549.534160595
SSEN-281600602005,Boosting,MSE,7.80354104509334e+16
SSEN-190900632003,Boosting,MSE,20614978.151188396
SSEN-280700508002,Boosting,MSE,44798494.92243147
SSEN-281800118001,Boosting,MSE,20666520.906244617
SSEN-280301218001,Boosting,MSE,20669924.657057878
SSEN-251200402001,Boosting,MSE,32013744.325171363
SSEN-280302208002,Boosting,MSE,29382207.16227487
SSEN-281800724002,Boosting,MSE,19568556.830451004
SSEN-251201301002,Boosting,MSE,3.543159395897287e+17
SSEN-250100501201,Boosting,MSE,47669626.44568844
SSEN-282200540002,Boosting,MSE,19769795.40950017
SSEN-280800202002,Boosting,MSE,36265001.975932695
SSEN-281200308004,Boosting,MSE,17866684.34048936
SSEN-282202615003,Boosting,MSE,1.770043054224639e+16
SSEN-282200824601,Boosting,MSE,28749827.131409317
SSEN-280460106002,Boosting,MSE,43855510.146222286
SSEN-251201419002,Boosting,MSE,3.378353864900063e+18
SSEN-280300628003,Boosting,MSE,27103965.926570468
SSEN-281800913001,Boosting,MSE,17778371.23080816
SSEN-281101608007,Boosting,MSE,19963133.20295498
SSEN-281200236004,Boosting,MSE,19283432.36030015
SSEN-251200813002,Boosting,MSE,71717203.61239828
SSEN-281101316005,Boosting,MSE,35789007.47508324
SSEN-280300208002,Boosting,MSE,38049202.60980591
SSEN-252801206001,Boosting,MSE,32514560.327404827
SSEN-281101506001,Boosting,MSE,18162209.756815057
SSEN-252900237002,Boosting,MSE,30620987.764989205
SSEN-282202608001,Boosting,MSE,32387362.25174018
SSEN-281601110004,Boosting,MSE,19714072.12806526
SSEN-281601002002,Boosting,MSE,45719161.413561754
SSEN-280300510001,Boosting,MSE,23482487.287249617
SSEN-280301614005,Boosting,MSE,50528646.96332344
SSEN-280301244002,Boosting,MSE,32149774.643843375
SSEN-251100919005,Boosting,MSE,78488464.59296167
SSEN-280700104001,Boosting,MSE,25026196.50862517
SSEN-281801104003,Boosting,MSE,1.5569407647893458e+18
SSEN-282201602001,Boosting,MSE,33910044.516298905
SSEN-280300603002,Boosting,MSE,24334892.051045153
SSEN-282202612001,Boosting,MSE,38799879.062182
SSEN-252600803006,Boosting,MSE,17556601.048576873
SSEN-280301004002,Boosting,MSE,35155147.24789655
SSEN-280300838003,Boosting,MSE,25434848.837237366
SSEN-282200402003,Boosting,MSE,17438867.417201508
SSEN-281101320001,Boosting,MSE,19341006.23327005
SSEN-281800702004,Boosting,MSE,17299098.85385678
SSEN-252600510002,Boosting,MSE,24986423.882382203
SSEN-281300607003,Boosting,MSE,30649783.296240725
SSEN-282200546001,Boosting,MSE,31954585.997377794
SSEN-280300602004,Boosting,MSE,19274694.206609912
SSEN-280960710203,Boosting,MSE,53288759.14130454
SSEN-280960710201,Boosting,MSE,18581630.93781586
SSEN-281800714002,Boosting,MSE,22528319.231492653
SSEN-190900638005,Boosting,MSE,8.52937524293031e+18
SSEN-250460606005,Boosting,MSE,88295764.66299516
SSEN-280700410002,Boosting,MSE,19100006.341706127
SSEN-280302214003,Boosting,MSE,17559049.828370076
SSEN-280300546001,Boosting,MSE,61421416.6419306
SSEN-252900918001,Boosting,MSE,20418453.850811925
SSEN-251101112005,Boosting,MSE,9.82814703243954e+18
SSEN-281201006001,Boosting,MSE,78777920.68710355
SSEN-250101710505,Boosting,MSE,1.1875782966812874e+16
SSEN-280500510004,Boosting,MSE,3.793208076164637e+16
SSEN-251200804003,Boosting,MSE,23525393.116990034
SSEN-251200804002,Boosting,MSE,42727359.613168836
SSEN-251100502001,Boosting,MSE,17646533.196748897
SSEN-251100612002,Boosting,MSE,54355962.442048565
SSEN-281201005001,Boosting,MSE,44748427.06654021
SSEN-282201026002,Boosting,MSE,26148413.742407497
SSEN-281200252003,Boosting,MSE,85475638.30562207
SSEN-281101504001,Boosting,MSE,20829175.705633145
SSEN-252801204001,Boosting,MSE,27661028.74768799
SSEN-281600607001,Boosting,MSE,21292341.858694077
SSEN-280960801501,Boosting,MSE,77196572.01342145
SSEN-251200807001,Boosting,MSE,19464922.32114084
SSEN-251200807003,Boosting,MSE,25872486.325197022
SSEN-281600902001,Boosting,MSE,20479066.840265263
SSEN-282200924002,Boosting,MSE,17697948.188081414
SSEN-280800227001,Boosting,MSE,17825608.996021852
SSEN-281101322002,Boosting,MSE,26954845.806033827
SSEN-282202201001,Boosting,MSE,19901366.280894056
SSEN-281800701001,Boosting,MSE,32731493.42144106
SSEN-280700612003,Boosting,MSE,22650564.37313976
SSEN-282202606003,Boosting,MSE,33558253.860063925
SSEN-280700215001,Boosting,MSE,376699499856.9795
SSEN-251200309003,Boosting,MSE,19035466.257090595
