Feeder,Model,MSE,RMSE,MAE,MAPE,R2
SSEN-282202803002,Mean (1 day),4300712.396313967,2073.8159022232344,1713.506711409396,46.52184945335104,-0.04511126196067572
SSEN-282202803003,Naive,14482254.671140939,3805.5557637670927,3146.422818791946,55.27762853854017,-1.0231538496382768
SSEN-282202803001,Persistence,32982216.010067113,5743.0145402973785,4347.197986577181,43.650511006393,-2.830172132226004
SSEN-282202803002,Persistence,4135173.748322148,2033.512662444507,1423.9161073825503,27.736889736423926,-0.00488390208088596
SSEN-282202803004,Naive,39754966.248322144,6305.153943269121,5057.375838926175,37.42230609089312,-0.36581696856369383
SSEN-282202803003,Mean (1 day),7488279.514183094,2736.472092710447,2300.508389261745,36.885611090879,-0.04610379186857849
SSEN-282202803004,Mean (1 day),33242401.24761429,5765.622364291152,4643.283976510066,33.35265534479653,-0.14207204745673097
SSEN-282202803003,Persistence,6113606.120805369,2472.5707514256023,1980.0805369127518,26.656636813583596,0.14593645538308442
SSEN-282202803004,Persistence,24618376.067114092,4961.690847595615,3967.3892617449665,23.454569182952927,0.1542139525180488
SSEN-282202803004,ARIMA,7990925.835241678,2826.8225687583717,2218.4866227894986,13.43926112162713,0.7254646870498168
SSEN-282202803003,ARIMA,2427592.3398016538,1558.0732780590436,1250.9911900265736,18.41148419560563,0.6608682212025223
SSEN-282202803001,ARIMA,5799596.032654578,2408.2350451429315,1986.3183991299898,22.779938292735093,0.32650216420685996
SSEN-282202803002,ARIMA,1648921.6194790422,1284.1034302107607,996.2609951518746,23.199390562699353,0.5992974196356433
SSEN-282202803004,Boosting,27798144.065497566,5272.3945286271555,4340.603642078015,28.65216991879413,0.0449702152410425
SSEN-282202803004,Prophet,58443768.06676289,7644.852390122577,6800.453126869747,43.455928961783144,-1.0078872569978508
SSEN-282202803003,Boosting,4662903.652248788,2159.3757552239,1666.8698376550713,20.442479330680776,0.34859787451891955
SSEN-282202803001,Boosting,10170504.252975311,3189.122803056557,2632.755247587661,32.837522132090704,-0.18108443497374394
SSEN-282202803003,Prophet,2921618.0419858196,1709.2741272206222,1378.0551815249623,19.355962451423995,0.5918534148833204
SSEN-282202803001,Prophet,32516040.14848562,5702.283766043709,5181.96923636494,56.62988564334553,-2.776035873061341
SSEN-282202803002,Boosting,2783640.73325046,1668.4246261819742,1279.0469259778495,28.934088763374227,0.32355060941393254
SSEN-282202803002,Prophet,1944366.0103797864,1394.4052532817661,1151.6880325646878,27.550332941862276,0.5275018118944419
SSEN-252601003001,Naive,3481100.6812080527,1865.7708008241668,1536.1308724832213,44.70129760936905,-0.18394756834897086
SSEN-252601003002,Naive,10137147.875838926,3183.8887976559304,2653.520134228188,34.55632495618616,-0.051889396969417634
SSEN-252601003001,Mean (1 day),3654254.883100881,1911.6105469213337,1573.5562080536913,46.25492215798997,-0.24283856721812058
SSEN-252601003003,Naive,14090872.459731543,3753.781088413594,3343.788590604027,58.527421812644995,-1.4253207557756107
SSEN-252601003002,Mean (1 day),11156257.042450244,3340.0983581999863,2724.422678970917,36.918670760415395,-0.15763808879503327
SSEN-252601003001,Persistence,4927297.214765101,2219.7516110513584,1477.751677852349,29.2973604395931,-0.6758094896380105
SSEN-252601003004,Naive,30240544.338926174,5499.140327262632,4708.1308724832215,80.10854192572694,-1.6246709306372096
SSEN-252601003003,Mean (1 day),7044085.191779107,2654.0695529279383,2238.7083333333335,37.56096999493472,-0.21242783723265468
SSEN-252601003005,Naive,23477542.8557047,4845.3630262039915,4006.271812080537,56.52646018285462,-1.1703038153892327
SSEN-252601003002,Persistence,8096144.479865769,2845.3724676860443,2038.3993288590605,20.202980517439663,0.15989698098406224
SSEN-252601003004,Mean (1 day),12149761.15771812,3485.650750967188,2924.9295302013425,45.53832776209151,-0.054515572452827454
SSEN-252601003003,Persistence,7512508.489932886,2740.8955634852064,2133.8120805369126,31.590425272186806,-0.2930528482635806
SSEN-252601003005,Mean (1 day),14429744.059718141,3798.650294475413,3032.105564876957,42.56650566671129,-0.33390997432624614
SSEN-252601003004,Persistence,6259606.355704697,2501.920533451192,1791.0738255033557,21.404386309755992,0.4567092888635007
SSEN-252601003005,Persistence,19544962.261744965,4420.968475542996,2842.959731543624,27.478369874568966,-0.8067694063647122
SSEN-252601003004,ARIMA,3639557.370282945,1907.7623988020482,1558.2351156620807,21.27724568185202,0.6841114920715325
SSEN-252601003001,ARIMA,1509418.6401955718,1228.583998021939,1052.4580054254711,25.398319338042985,0.486635782088329
SSEN-252601003002,ARIMA,2595214.4454769073,1610.9669287346985,1315.759493095535,14.401197383072715,0.7307054615859485
SSEN-252601003003,ARIMA,5326516.877022396,2307.924798823046,2022.9019740603405,32.77295702072298,0.08319999526291755
SSEN-252601003004,Boosting,2855837.0013624774,1689.922187960877,1255.683589429354,15.3707311934247,0.7521330212807804
SSEN-252601003004,Prophet,3768118.274894349,1941.1641545460159,1496.81920127234,19.389996824560356,0.6729532911685273
SSEN-252601003001,Boosting,1375432.0745659193,1172.7881626985836,921.1340097527648,20.002172874656914,0.5322055840262625
SSEN-252601003001,Prophet,926486.8390785604,962.5418635459761,751.4358040998503,16.111849803687768,0.6848951120098823
SSEN-252601003005,ARIMA,5210764.639019368,2282.7099331757786,1927.971926175538,22.700189164928698,0.518308093540073
SSEN-252601003002,Boosting,9553722.93997079,3090.909726920343,2448.819317849635,26.353699257899976,0.008650166178315155
SSEN-252601003003,Boosting,6082897.564478809,2466.353089985051,1968.1273882715836,29.803653655855474,-0.046988237282536316
SSEN-252601003002,Prophet,3432477.6634456585,1852.6947032486648,1481.5043747410073,15.180688593680108,0.6438261625719803
SSEN-252601003003,Prophet,2921684.808476065,1709.2936577651205,1367.6534363548376,20.80288174845184,0.4971196547210611
SSEN-252601003005,Boosting,16304142.335745,4037.8388199314,3310.221606714416,43.19844600547287,-0.5071825248236514
SSEN-252601003005,Prophet,7182924.518854744,2680.097856208751,2224.5389557090452,24.870259575511568,0.33599829484986377
SSEN-252901504001,Naive,39573958.0738255,6290.78358186208,5338.744966442953,77.77535581177628,-2.2873376088033357
SSEN-252901504002,Naive,37860609.11744966,6153.097522179351,5071.325503355704,57.00064539789307,-1.8277198161102497
SSEN-252901504001,Mean (1 day),12143347.57419836,3484.7306315120486,2977.7829977628635,39.68774069750616,-0.008726069375302625
SSEN-252901504002,Mean (1 day),13636263.80794417,3692.7312125233498,3151.224552572707,32.414518557501026,-0.01846046025865311
SSEN-252901504003,Naive,4706415.812080537,2169.427530958464,1747.0268456375838,43.08452451558437,-0.06098565167893222
SSEN-252901504001,Persistence,4708977.469798658,2170.0178501106066,1704.5167785234898,17.358106165159526,0.6088337005209675
SSEN-252901504002,Persistence,5850346.476510068,2418.748948632344,1865.6107382550335,15.666927779498172,0.5630513864312423
SSEN-252901504003,Mean (1 day),5046039.872483222,2246.339215809407,1775.1879194630872,41.05323723387712,-0.13754842671620549
SSEN-252901504005,Naive,6631363.536912751,2575.143401232784,2148.422818791946,59.89382999397355,-0.06516438452014661
SSEN-252901504003,Persistence,4088246.1677852347,2021.9411880134483,1524.1140939597315,32.78443460887452,0.07837073948762907
SSEN-252901504005,Mean (1 day),7397256.76655714,2719.789838674514,2238.5360738255035,65.54945693655418,-0.18818617121925296
SSEN-252901504005,Persistence,7478341.553691276,2734.6556554146405,1833.1845637583892,32.044568312775176,-0.2012104349171966
SSEN-252901504002,ARIMA,5981422.9704113025,2445.6947827583276,2051.6811554981746,19.83597059816441,0.553261591500026
SSEN-252901504001,ARIMA,2794253.3639715575,1671.602035166133,1318.153064748583,14.353501119196588,0.7678863924914199
SSEN-252901504005,ARIMA,1961459.9414493109,1400.5213106016313,1121.5686735936877,25.872371471322857,0.6849400187962782
SSEN-252901504002,Boosting,6812040.628042625,2609.9886260370226,2185.1487175824395,20.268717531525795,0.49122471293822156
SSEN-252901504002,Prophet,5923252.592229366,2433.7733239209783,1979.833040519155,18.75466729687123,0.5576062001825068
SSEN-252901504003,ARIMA,2168611.4045633445,1472.620590839115,1108.8293294853695,24.206682679811617,0.5111214826358754
SSEN-252901504001,Boosting,3454414.2986359945,1858.6054714855422,1502.052695993313,15.838786052581879,0.7130480095240985
SSEN-252901504005,Boosting,2807634.6110694846,1675.5997765186903,1320.043319415118,25.308765080187396,0.5490230062323552
SSEN-252901504001,Prophet,3413659.5605483297,1847.6091471272623,1509.8234919846234,18.303724290945986,0.7164334324075659
SSEN-252901504005,Prophet,2402768.7991130017,1550.086706966098,1240.0585193436746,28.855288323274703,0.6140546759644365
SSEN-252901504003,Boosting,5134991.274943854,2266.0519135588784,1803.4102685903913,42.86193001084613,-0.15760108790801985
SSEN-252901504003,Prophet,1718338.0970171576,1310.8539571657698,1012.2048811058052,23.337837849187807,0.6126283485218564
SSEN-250802304001,Naive,37603941.0704698,6132.2052371451,4949.734899328859,41.86731949769095,-0.7384139427319534
SSEN-250802304001,Mean (1 day),22037119.597932983,4694.371054564496,3902.208333333333,29.91845393550923,-0.01876651425726905
SSEN-250802304001,Persistence,12370257.802013423,3517.137728610215,2812.6006711409395,17.97976765492622,0.428128328413525
SSEN-250802304002,Naive,11423674.523489933,3379.892679285828,2770.7046979865772,35.032382774388346,-0.1175847564527126
SSEN-250802304002,Mean (1 day),11474867.545246672,3387.457386484245,2774.4261744966443,35.134804901759765,-0.12259299969655135
SSEN-250802304002,Persistence,11925351.023489933,3453.3101545459153,2557.996644295302,24.613970305457897,-0.1666640617075743
SSEN-250802304003,Naive,28828732.043624163,5369.239428785437,5051.184563758389,151.3981137991371,-7.212908414217189
SSEN-250802304003,Mean (1 day),3952405.0205536913,1988.0656479487018,1576.993288590604,50.92457867073611,-0.1259857145496197
SSEN-250802304003,Persistence,5428751.775167785,2329.968191878976,1669.2852348993288,34.21622635641865,-0.5465765565236755
SSEN-250802304003,ARIMA,10445847.267406275,3232.0035995348576,3044.552842820209,85.5806859544514,-1.975877911879317
SSEN-250802304002,ARIMA,3796977.7560343808,1948.5835255473091,1631.6007486477574,19.12462233241067,0.6285394465669984
SSEN-250802304001,ARIMA,7111502.755712418,2666.7400990183537,2169.504865391665,15.138646695294094,0.6712383012956167
SSEN-250802304003,Boosting,1797282.8098052416,1340.6277670573743,956.2682677751571,21.616281964197245,0.4879788993480223
SSEN-250802304003,Prophet,1538519.6429218384,1240.3707683276957,919.4168382884859,20.504237110502306,0.5616969590729628
SSEN-250802304002,Boosting,7094009.8903629985,2663.458257672344,2082.6045564937253,20.995607093712902,0.3059888655535318
SSEN-250802304001,Boosting,12204679.06454818,3493.51958124585,2775.943580644909,18.668760085658125,0.435782961881068
SSEN-250802304002,Prophet,5253671.259697089,2292.0888420166198,1929.863844432421,22.09520179047281,0.4860302695793659
SSEN-250802304001,Prophet,7325233.059060116,2706.5167760537006,2171.2294772968207,15.478121162141093,0.6613576417491165
SSEN-282201110001,Naive,24355318.895973153,4935.110829147929,4302.486577181208,87.30620583370867,-1.9943722879933805
SSEN-282201110001,Mean (1 day),14458310.10872541,3802.4084615839747,3135.5304809843396,65.66610422796664,-0.7775814517435851
SSEN-282201110001,Persistence,13423155.89261745,3663.7625322361505,2987.44966442953,49.725407884367435,-0.6503140933586502
SSEN-282201110002,Naive,11153331.197986577,3339.6603417094047,2877.3724832214766,77.87111364773477,-0.0031552434858745926
SSEN-282201110004,Naive,493556.6879194631,702.5358979578646,520.271812080537,41.22673460601395,-0.2049876241987778
SSEN-282201110005,Naive,918053.0738255034,958.1508617255967,647.2751677852349,33.991688991008886,-0.3453975856560172
SSEN-282201110002,Mean (1 day),11586182.35012642,3403.848167901503,2972.498601789709,92.01146177879198,-0.04208683219332454
SSEN-282201110004,Mean (1 day),538572.1125005826,733.8747253452613,633.7463646532437,78.63295073678682,-0.314889953244218
SSEN-282201110005,Mean (1 day),748780.5863307466,865.3210885739159,710.1178691275168,57.644464827547836,-0.09733045044731692
SSEN-282201110002,Persistence,14062960.110738255,3750.06134759663,2594.1375838926174,47.94884637068203,-0.26485369470301934
SSEN-282201110004,Persistence,1269513.476510067,1126.7268863882086,991.2953020134228,108.4611609903755,-2.0994373400078734
SSEN-282201110005,Persistence,979352.211409396,989.622256929075,703.5,46.18193057663836,-0.43523085789212845
SSEN-282201110002,ARIMA,6381815.580959667,2526.2255601904726,1960.1284909571448,44.20457920877702,0.42600541045932205
SSEN-282201110004,ARIMA,1276554.201547781,1129.8469814748282,980.514911902759,82.1768556943835,-2.1166268275449482
SSEN-282201110002,Boosting,8064458.140110696,2839.7989612137503,2075.1260627804418,42.57694374005044,0.2746648220591894
SSEN-282201110002,Prophet,6740363.53687371,2596.221010791206,1889.4410330636206,35.51642313989504,0.3937568153417267
SSEN-282201110004,Boosting,1150697.0084830767,1072.7054621297855,913.1429699698842,97.63844468068255,-1.809354403178344
SSEN-282201110004,Prophet,877197.6724939322,936.5883153733727,823.8719563197589,96.46878315239117,-1.1416229689580066
SSEN-282201110005,ARIMA,396890.792368988,629.9926923139569,416.7211602516061,23.95761086591981,0.4183605185294176
SSEN-282201110001,ARIMA,5660022.290087658,2379.0801352807894,2066.413447269576,37.319035014360665,0.30412679188259417
SSEN-282201110005,Boosting,555074.4275376807,745.0331721055652,543.8311576413707,36.007599068700344,0.18654398535292438
SSEN-282201110001,Boosting,6885373.123865134,2623.9994519559514,2131.012532046351,32.68020571707044,0.15347565093861315
SSEN-282201110005,Prophet,854106.0823186185,924.1785987127264,819.6197659787415,65.77377351321661,-0.2516839100132502
SSEN-282201110001,Prophet,6762433.130064163,2600.4678675315645,2239.582818390126,38.94399386428214,0.1685905468714506
SSEN-280700339001,Naive,16389130.453020135,4048.3491021674668,3380.057046979866,47.15670550755294,-0.09673297934115732
SSEN-280700339001,Mean (1 day),15191983.551127888,3897.6895144595455,3198.0805369127515,42.376490832579215,-0.016621926946710497
SSEN-280700339001,Persistence,9670156.130872482,3109.6874651438015,2412.8624161073826,27.508596040181537,0.3528894547207917
SSEN-280700339001,ARIMA,6633738.030790746,2575.6044010660385,2042.368370965154,23.113386734802287,0.5560814348550638
SSEN-280700339001,Boosting,8557172.44748743,2925.264508978193,2267.9556200193147,26.538117029005644,0.42736844642422567
SSEN-280700339001,Prophet,6989934.228140777,2643.8483746502516,2078.9827473066666,24.310882973543173,0.5322453858426097
SSEN-281800600501,Naive,52580608.26174497,7251.248738096423,5710.006711409396,38.691635385013115,-0.7536977453016656
SSEN-281800600502,Naive,2607939.0704697985,1614.9114744993915,1355.4261744966443,27.049350937641055,-0.0035795264295550577
SSEN-281800600501,Mean (1 day),30327796.390193887,5507.067857780026,4693.8892617449665,26.96207794260121,-0.011509564223629365
SSEN-281800600503,Naive,6041778.097315436,2458.002867637757,2025.956375838926,35.55687497228428,-0.10808838976114621
SSEN-281800600502,Mean (1 day),2600133.2211619127,1612.4928592592007,1361.4060402684563,27.83119999807429,-0.0005757022066303907
SSEN-281800600501,Persistence,9158740.208053688,3026.341059440209,2313.020134228187,11.427792137065854,0.6945325932192928
SSEN-281800600503,Mean (1 day),5703705.38344752,2388.24315835878,1988.5212527964206,29.76323965730546,-0.046084383142873886
SSEN-281800600502,Persistence,3810995.248322148,1952.1770535282265,1532.3758389261745,26.908266875862147,-0.46653610502006426
SSEN-281800600503,Persistence,2977785.590604027,1725.626144506401,1357.268456375839,17.75131064983471,0.45386116686203615
SSEN-281800600501,ARIMA,8739850.462206073,2956.3238087540535,2424.5581717400405,13.460490283181754,0.7085036374332757
