dataset_id,dno_alias,aggregated_device_count_active,total_consumption_active_import,data_collection_log_timestamp,geometry,secondary_substation_unique_id,lv_feeder_unique_id
282200602001,SSEN,12.0,4420.0,2024-12-01 00:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,5553.0,2024-12-01 00:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,1579.0,2024-12-01 00:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2095.0,2024-12-01 01:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,6844.0,2024-12-01 01:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,796.0,2024-12-01 01:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2513.0,2024-12-01 01:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,6230.0,2024-12-01 01:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,610.0,2024-12-01 01:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2071.0,2024-12-01 02:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,5778.0,2024-12-01 02:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,896.0,2024-12-01 02:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,1853.0,2024-12-01 02:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,5111.0,2024-12-01 02:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,449.0,2024-12-01 02:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2117.0,2024-12-01 03:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,5665.0,2024-12-01 03:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,388.0,2024-12-01 03:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,3238.0,2024-12-01 03:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,4528.0,2024-12-01 03:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,369.0,2024-12-01 03:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2762.0,2024-12-01 04:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,3954.0,2024-12-01 04:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,397.0,2024-12-01 04:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,2107.0,2024-12-01 04:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,4000.0,2024-12-01 04:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,403.0,2024-12-01 04:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,1798.0,2024-12-01 05:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,3796.0,2024-12-01 05:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,419.0,2024-12-01 05:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,1572.0,2024-12-01 05:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,3830.0,2024-12-01 05:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,453.0,2024-12-01 05:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,1829.0,2024-12-01 06:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,4093.0,2024-12-01 06:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,417.0,2024-12-01 06:00:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
282200602001,SSEN,12.0,1865.0,2024-12-01 06:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602001
282200602002,SSEN,45.0,4463.0,2024-12-01 06:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602002
282200602003,SSEN,5.0,485.0,2024-12-01 06:30:00+00:00,"{'x': -0.336551, 'y': 51.466933}",SSEN-2822006020,SSEN-282200602003
