dataset_id,dno_alias,aggregated_device_count_active,total_consumption_active_import,data_collection_log_timestamp,geometry,secondary_substation_unique_id,lv_feeder_unique_id
282200606001,SSEN,42.0,7695.0,2024-12-01 00:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,4534.0,2024-12-01 00:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,3267.0,2024-12-01 00:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,5215.0,2024-12-01 00:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,9333.0,2024-12-01 01:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3403.0,2024-12-01 01:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2097.0,2024-12-01 01:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,4833.0,2024-12-01 01:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,9292.0,2024-12-01 01:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3503.0,2024-12-01 01:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2193.0,2024-12-01 01:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,4429.0,2024-12-01 01:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,7613.0,2024-12-01 02:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3066.0,2024-12-01 02:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2303.0,2024-12-01 02:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,4098.0,2024-12-01 02:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,5525.0,2024-12-01 02:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3125.0,2024-12-01 02:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2691.0,2024-12-01 02:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,4166.0,2024-12-01 02:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,5390.0,2024-12-01 03:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3340.0,2024-12-01 03:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2689.0,2024-12-01 03:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,3669.0,2024-12-01 03:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,4804.0,2024-12-01 03:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2562.0,2024-12-01 03:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2732.0,2024-12-01 03:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,3568.0,2024-12-01 03:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,5402.0,2024-12-01 04:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2303.0,2024-12-01 04:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,2422.0,2024-12-01 04:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,3804.0,2024-12-01 04:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,3837.0,2024-12-01 04:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2303.0,2024-12-01 04:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,1881.0,2024-12-01 04:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,3669.0,2024-12-01 04:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,3855.0,2024-12-01 05:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2222.0,2024-12-01 05:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,1701.0,2024-12-01 05:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,3636.0,2024-12-01 05:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,3520.0,2024-12-01 05:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2005.0,2024-12-01 05:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,1682.0,2024-12-01 05:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,2733.0,2024-12-01 05:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,3849.0,2024-12-01 06:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,3017.0,2024-12-01 06:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
282200606003,SSEN,25.0,1634.0,2024-12-01 06:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606003
282200606004,SSEN,34.0,2664.0,2024-12-01 06:00:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606004
282200606001,SSEN,42.0,5313.0,2024-12-01 06:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606001
282200606002,SSEN,24.0,2660.0,2024-12-01 06:30:00+00:00,"{'x': -0.334485, 'y': 51.469493}",SSEN-2822006060,SSEN-282200606002
